留言內容,llm分數,llm判定
"相較之下,香菜冰棒好吃很多",-0.4,負向
"我愛香菜,但弄成奶茶真的太瘋癲了...不行X",-0.6,負向
"必須譴責,兩個世界的東西不適合在一起研發這個商品的人不怕滯銷嗎",-0.7,負向
個人覺得不難喝耶 大概是90%花生+10%香菜 但真的稍微太甜,0.25,正向
夠難喝可以成為話題就不會滯銷,-0.5,負向
喝了 不能接受+1 那個口感整個怪異,-0.7,負向
臉書也有人分享~~真的很好奇口感XD,0.1,中性
這個真的過份了,-0.6,負向
"昨天早上有買到,直到今天才願意嚐試味道真的不知道該怎麼形容 ...奉勸沒有勇氣真的不要下手 QQ有一個特殊味道一直殘留",-0.8,負向
會像甜的花生粉奶茶嗎?有點好奇@@,0.0,中性
"只能說喝進嘴裡的確是奶茶不覺得很甜,大概是飲料店微糖 ~ 半糖重點在於那尾韻真的難受一直卡在喉嚨,又聞到味道,根本虐待 !!!",-0.8,負向
我是喜歡吃小菜的 但喝完這個後我覺得有點不敢吃香菜了喝兩口而已 那個味道卡在胃裡超久 很噁心,-0.8,負向
做成冰棒,0.0,中性
形容好好笑,0.0,中性
香菜雪糕好吃多了 但就偏無趣,-0.2,中性
居然有人把它做出來.....,0.0,中性
"第一口是香菜衝擊,後面覺得是花生味",-0.1,中性
雪糕應該會比較像花生捲冰淇淋口感吧~~,0.0,中性
"好奇愛香菜的朋友真的樂見這麼多奇怪的商品嗎除了嘗試的獵奇感外,之後也會回購嗎?",0.0,中性
"本身喜愛香菜,實在無法接受這款奶茶殘留在嘴裡的那個味道說不出的怪異",-0.7,負向
皮蛋的我吃了兩次,0.0,中性
有笑有推,0.0,中性
這評論太好笑了,0.0,中性
香菜餅乾類的接受度較高~但獵奇口味有時候真的看人,0.0,中性
"我喜歡香菜,但近期香菜類的產品,我都不喜歡,太化學味了",-0.5,負向
被香菜攜家帶眷打一頓+1,-0.2,中性
有人分享喝到淡淡花生味~尾韻是原味奶茶感,0.1,中性
好好笑的形容~XD,0.0,中性
"香菜奶茶配上畜牲羊的臊味肉,絕配",-0.1,中性
悲哀某b精神異常真可憐整天拼命洗?有病快去看精神科齁!=,0.0,中性
不確定是沒了還是沒進 今天去好幾家都沒看到,0.0,中性
升火~~~,0.4,正向
"我今天早上去全家,店員還不清楚,晚上去就有了",0.0,中性
好可愛 請問指定商品指的是什麼?,0.3,正向
https://i.mopix.cc/YE5bn3.jpg我開到上吉~但是那個接縫看了好傷心XD,0.0,中性
加購兩隻 拿到上吉跟大吉 很可愛吶,0.6,正向
回樓上a大 指定商品感覺沒什麼限制 我買零食飲料都可以欸,0.0,中性
好可愛誒 放在桌上好療癒 還可以拿來捏一下https://i.imgur.com/95IHPDe.jpeghttps://i.imgur.com/06RTVqn.jpeg,0.7,正向
找不到指定商品是什麼,0.0,中性
超吉可愛,0.5,正向
"我是抽到這隻,有夠Qhttps://i.imgur.com/0mpBr3h.jpeg",0.6,正向
拿到一隻上吉 Lulu豬真的好可愛,0.6,正向
https://i.mopix.cc/AbEkfz.jpg很可愛 被捏扁時很療癒,0.6,正向
很可愛 豬農直接包整盒四款不重複,0.6,正向
可愛欸可愛,0.5,正向
問過店員基本上任何商品滿199元皆可加購,0.0,中性
好 明天去吃,0.2,中性
QQ本來覺得很酷想吃看看 感謝排雷,-0.4,負向
我覺得有點像黃色的那種榴槤椰子糖果味道,0.0,中性
好險這個月有全家巧克力,-0.3,負向
"感謝排雷,原本超期待椰子口味",-0.4,負向
上一頁那一篇說真的有奶油椰子味 結論 自己去試最實在,0.0,中性
我吃第一口是玉米濃湯味...後面才有椰子跑出來,-0.2,中性
但我覺得好吃 比全家之前怪口味好太多了,0.6,正向
中規中矩,0.0,中性
我也覺得第一口是玉米濃湯味,-0.2,中性
我覺得不錯可以回購,0.6,正向
玉米+榴槤味還有冬瓜糖的味道,-0.3,負向
不是都說巧克力穩了 怎麼了...,0.0,中性
穩有分兩種,0.0,中性
"你這隻明顯是店員的問題,當下可以反應換一隻的,自己不換上來這邊討拍已經於事無補了",0.0,中性
跟上一篇擠得差超多 遇到雷店員,0.0,中性
這跟口味沒關係吧XD,0.0,中性
所以針對口味是幾分?,0.0,中性
這份量好意思賣哦...說好的三圈半,-0.4,負向
"這一隻好像一開始都比較軟,隔幾天去看看,應該就會正常成形了啦。",0.0,中性
"想知道後續,客服會怎麼處理?退款嗎?",0.0,中性
"這種感覺店員就是機台沒壓到底,然後迅速轉三圈半,我也遇過好幾次。後來都挑會擠很多的店員在的時候才買。",0.0,中性
"湯匙是304不銹剛,剛去買了加購,顏色很特別的金XD",0.0,中性
"可以客訴了,試試看照片附上去,看客服會不會賠一支給你XDD",0.0,中性
"這跟口味無關吧,純粹奇檬子袂爽",0.0,中性
"https://i.imgur.com/k2werHY.jpeg很吃店員功力,我都挑公司附近直營店,我家附近都亂擠量還超少",0.0,中性
這家太爛了 直接列為黑名單吧,0.0,中性
https://i.imgur.com/Z2vp8a4.jpeg店員技術真的有待加強,0.0,中性
"有些是店家(店長)的問題,之前在全家工作擠得太大支會被罵,而且還在客人面前。",0.0,中性
我家巷口 店長不在的時候 才會擠多一點去買的時候要先看一下店長 副店長在不在,0.0,中性
湯匙照片呢??,0.0,中性
https://i.mopix.cc/wvr2k4.jpg,0.0,中性
這份量應該可以請店員重做吧,0.0,中性
這口味真的讚 但這大小建議可以當下反應吧,0.4,正向
https://i.mopix.cc/f7WwnT.jpg,0.0,中性
口味不錯吃,0.5,正向
我吃綜合 巧克力微苦剛好中和牛奶的甜 還不錯,0.5,正向
https://i.mopix.cc/LtVckR.jpg加了草莓優格就變成廉價感的味道(?),-0.3,負向
吃起來有室外機差不多苦 不錯吃 但不知道為什麼這檔融化的特別快,0.4,正向
溶很快+1 覺得比利時巧克力比這次好吃,-0.3,負向
今天吃了 覺得苦甜感比比利時明顯 好吃,0.7,正向
"口味沒有問題,有問題的是部分店店員技術",0.3,正向
擠的手法也會影響口感,0.0,中性
"這款很像可可的味道可可粉比較多的感覺,融化後像在喝冰可可比利時的則是像在吃巧克力,屬於不同風味",0.2,中性
拍拍 這個尺寸小得過份了,-0.3,負向
https://i.mopix.cc/VidXyF.jpg,0.0,中性
"公司的規定從來就沒有從來就沒有從中間擠的,你這個就是霜料太軟,請他重新制冷再重擠",0.0,中性
"不會太甜但味道吃起來廉價,不像巧克力像可可粉+1,不是不會太甜就算好吃欸",-0.6,負向
"全巧克力的很好吃,我們這邊混合的是牛奶",0.7,正向
這種量 我會直接要求重弄麥當勞遇過 我要求重弄 直接讓他損失一支明顯不合理時 沒必要委屈自己,0.0,中性
我第一次聽到像可可粉等於廉價的說法一般會認為味道接近可可粉體感上純度越高吧當然若能像室外機做到可以嘗出可可果實的酸韻更好,0.0,中性
樓上去吃了嗎?就是粉味,-0.3,負向
覺得這次的巧克力苦味比較明顯 比較不膩,0.5,正向
"可可粉沒有等於廉價啦,現在都很貴,只是可可脂更貴,所以我猜短期是不會再推比利時要用比利時巧克力這名字得遵守嚴格可可脂比例",0.2,中性
我覺得好吃誒 牛奶偏甜 配有苦味的巧克力剛好,0.6,正向
"也就是可可脂含量要達一定比例的才能稱比利時可可豆生產出可可粉和可可脂,粉相對脂便宜,現在可可豆貴,加粉我就覺得已經不錯了",0.0,中性
滿喜歡這次的巧克力 苦味明顯好吃,0.7,正向
"昨天吃了,顏色黑很多,味道是還不錯",0.4,正向
"這次顏色深很多,苦味明顯沒被甜味蓋過,算是近期好吃的了",0.6,正向
很喜歡帶苦的巧克力味 這次的不錯吃,0.7,正向
看起來跟21風味館的一樣?,0.0,中性
感覺很讚 改天也去買一下來當零食吃吃,0.4,正向
台南有瓜瓜園的工廠 要啥有啥,0.0,中性
都不用跑夜市了,0.3,正向
看起來不錯 不知道用烤箱口感如何,0.3,正向
...沒有氣炸鍋...沒烤箱!,0.0,中性
放哆啦A夢盤子感覺很適合~,0.1,中性
謝謝分享!,0.0,中性
今天買了 用微波會濕濕的 吃起來蠻像kfc那款,0.2,中性
蠻好吃的 單包顆數算多,0.6,正向
照片是一包還是兩包的量,0.0,中性
兩包,0.0,中性
感覺不適合微波 口感會變奇怪,-0.3,負向
可以用烤箱嗎,0.0,中性
還要氣炸感覺有點麻煩但看起來不錯,0.1,中性
"這能微波,滿好吃的(我是讓店員直接加熱)",0.6,正向
口味跟花生捲加把補有像,0.2,中性
看起來就是白巧克力薄荷,0.0,中性
吃一根再配香菜奶茶,0.0,中性
是不是應該說脆皮......,0.0,中性
雖然可以接受香菜 但不接受把香菜做成冰棒,-0.4,負向
這........,-0.2,中性
覺得香菜可樂應該可以,0.0,中性
這 謝謝分享,0.0,中性
"我的感覺是因為白巧很甜,只有尾韻有香菜味,開始覺得不太對的時候,香菜就消失了,整根吃完口中殘留的是花生味",0.1,中性
就是白巧味的花生捲冰淇淋,0.3,正向
"太貴,味道也有點淡",-0.4,負向
那個綠怎麼看起來很化工,-0.3,負向
如果是像花生捲冰淇淋會想買給家人一起嘗試 怪特別的,0.3,正向
綠色看起來好色素,-0.3,負向
感覺其實還可以~~這可以嘗試看看,0.4,正向
男朋友喜歡吃花生捲 來買看看給他吃好了,0.2,中性
為什麼現在一堆獵奇口味的產品 披薩餅乾還不夠 連飲料也淪陷還有冰棒...,-0.4,負向
甘蔗媽媽塑膠瓶裝小7限定那種還不錯啊 紙盒的就不怎樣店面的就看店家良心跟店員技術了,0.0,中性
最近幾年喝幾口就倒掉的飲料只有立頓的草莓煉乳奶茶 本來還以為草莓加煉乳怎麼都不會難喝 但香精味重到會苦太扯了,0.0,中性
立頓的蜂蜜奶茶味道也是令人驚嚇還是寶特瓶 還第二瓶特價,0.0,中性
經濟太好 錢沒地方花抖M民族性,-0.3,負向
....還好我一綠pass,-0.4,負向
"口味多我覺得很好啊,芬達美國有七八種,台灣 只有一種",0.2,中性
現在都流行玩食物就是惹...XD,0.0,中性
普評,0.0,中性
有皮蛋奶茶都嚇不倒我了,0.0,中性
你好很 這麼噁心的東西你竟然全部喝完 我喝兩口而已那味道就一直卡在我喉嚨 陰魂不散 吃別的東西也壓不下去,-0.8,負向
立頓奶茶都有個立頓味 再加上其他口味弄得不好就很難喝,-0.5,負向
都一言難盡,-0.3,負向
XDDD找到跟我一樣倒掉甘蔗媽媽的人,0.0,中性
"香菜奶茶喝吃之前可以有預期心態,反而甘蔗媽媽第一次喝時有嚇到我...",0.0,中性
"香菜味淡淡的啊,蠻好喝的",0.6,正向
遇到跟風阿北XD,0.0,中性
這個味道光是想像就沒辦法,-0.5,負向
喝一口就滿口腔的塑膠味 有夠噁心,-0.8,負向
如果是類似花生捲冰淇淋口感 又做成餅乾三明治的話感覺就,0.0,中性
"上次買一送一吃過,一支價值9420。",-0.3,負向
開心果為太淡 不喜歡甜度確實是螞蟻人會愛,-0.5,負向
買一送一還行啦,0.25,正向
杏仁味,-0.1,中性
開心果是義大利的哦?,0.0,中性
冰淇淋吧?,0.0,中性
太甜了,-0.4,負向
"不覺得有開心果味,比較像杏仁那種堅果味",-0.3,負向
買一送一可以吃啦 原價就算了,-0.1,中性
普通 只有外層脆殼是開心果 雪糕不是 買一送一也不會回購,-0.4,負向
無糖人表示太甜,-0.4,負向
本來很期待 看到顏色瞬間滅火,-0.3,負向
$9420?,0.0,中性
"就是20,超過不買的意思吧?我猜的",0.0,中性
開心果味不夠濃 但是還可以,0.2,中性
考慮價格 這個開心果味還算有 我覺得給過,0.4,正向
這個顏色,0.0,中性
覺得還可以,0.2,中性
謝謝你!,0.0,中性
到底是多瘋超商到底瘋香菜到何時,-0.4,負向
西芹粉的香氣就比較淡雅 他又作成甜點,0.0,中性
"如果不要求香菜味其實還不錯吃,真的就是綠色的布蕾而已",0.4,正向
香菜到底要荼毒多少東西!,-0.6,負向
微妙,-0.2,中性
為什麼要把這麼多東西做成香菜口味????,-0.4,負向
最近一堆香菜口味的東西 真的有夠瘋,-0.3,負向
快受夠這個香菜風潮...,-0.5,負向
這款布丁真的好吃 但香菜跟布丁不該在一起,-0.1,中性
...pass?,-0.4,負向
布蕾也有香菜口味是怎樣XD,0.0,中性
香菜真的是先不要了σ(^_^;),-0.5,負向
笑死感謝避雷,-0.5,負向
今天i珍食有看到 感覺不太健康,-0.2,中性
吃個香腸就不健康了?,0.0,中性
是化學香菜 我吃另一款堡的 我是喜歡香菜的人覺得香的好可怕不會回購,-0.7,負向
這兩天吃了好多香菜系產品,0.0,中性
沒香菜味好可惜,-0.3,負向
可惜香菜味很淡,-0.3,負向
感覺像換成捲餅皮的潤餅,0.1,中性
希望能有畜牲羊臊味的風味捲餅,0.0,中性
都是便宜配料,-0.4,負向
"這款不錯,味道是辦桌羹湯常見的味道因為價格比較貴,海鮮料和其他品項相比多",0.5,正向
等65折試試看,0.0,中性
料真的普普,-0.2,中性
有點小貴,-0.25,負向
等友善時光到了再來買 不然這價錢真的有點難下手,-0.3,負向
小七是i珍食~i珍食~i珍食=,0.0,中性
金冠龍的味道都不錯,0.4,正向
"金""龍冠""齁~大佬=",0.0,中性
感覺還好,-0.2,中性
等友善時光在吃看看,0.1,中性
"全家才是友善""食""光齁!!!=",0.0,中性
小7永遠等不到友善時光活動@@”,0.0,中性
65折都不值得買真的是超盤,-0.8,負向
我也喜歡這款~但我覺得味道比較像某一種香蕉蛋糕友善看到必定收 真的好吃,0.8,正向
上次看到友善有買 蠻好吃的,0.6,正向
意外覺得不錯吃,0.5,正向
推文有夠葉,-0.1,中性
不曉得會不會出綜合版,0.0,中性
想吃欸,0.2,中性
"反推這款只有微薄麻油香毫無""雞""成份簡直在吃原味超無言",-0.8,負向
有點想吃看看,0.2,中性
打開來不知道會不會香,0.0,中性
"@jiaxinh503 完全不香,一打開很失望",-0.6,負向
本體麻油香介於有跟沒有之間..還是勸想買的可以省下來!=,-0.7,負向
"這個口味好特別,不知道吃起來會不會有麻油味",0.1,中性
"樂事最近出了一款韓式蜂蜜芥末,超難吃,建議不要買。",0.0,中性
樓主也是餅乾嚐百款...,0.0,中性
嚐鮮可以 不會回購,-0.2,中性
好特別 想買來吃看看,0.2,中性
"皮蛋口味試過無法接受,但麻油雞口味我可以",0.3,正向
新口味越來越奇葩了,0.0,中性
這款有想買來吃,0.2,中性
最近是什麼都能成為餅乾口味大賽嗎,0.0,中性
"留言看下來感覺沒有油耗味,想吃",0.3,正向
沒有香味 不會想回購,-0.5,負向
還沒吃過可以不用買哈,-0.5,負向
一包不是50?,0.0,中性
對齁ㄧ包50沒錯...原po也沒注意到?=,0.0,中性
那天買到友善 味道不錯,0.5,正向
看起來蠻好吃的,0.4,正向
吃起來還不錯,0.4,正向
"超商的炒麵裡面居然真的有鮑魚,還是兩隻整整,以為只是會有幾小塊而已,是真的還蠻驚奇的XD",0.5,正向
99配料有鮑魚還不錯,0.5,正向
上次有喝玉米濃湯我覺得不錯 有空來試燴麵 感謝分享,0.5,正向
我也很愛這款玉米濃湯!,0.7,正向
玉米濃湯好喝,0.6,正向
麵條會太軟嗎,0.0,中性
回樓上 麵不會太軟 醬汁味道也不錯,0.6,正向
我喜歡這個,0.6,正向
"一直在猶豫要不要試,看到味道不錯可以放心了",0.4,正向
吃過全家雞腿油飯我覺得普普 萊爾富狀元油飯那款比較好吃,-0.2,中性
"推玉米濃湯,不錯喝",0.5,正向
"燴麵很好吃,醬香味很夠又不會太鹹",0.7,正向
玉米濃湯真的推,0.6,正向
"鮑貝類鮮的本來就不見得很貴啊,貴的是乾鮑魚干貝也是這樣",0.0,中性
中華燴麵 可以加一個寶特瓶蓋的烏醋 味道好(不能白醋唷),0.4,正向
https://i.mopix.cc/GbNs54.jpg有買開運鮮食的可以去app抽獎趣抽黃金,0.0,中性
麵蠻好吃的 不會軟爛 回購好幾次了,0.7,正向
很常買湯,0.5,正向
麵條口感 醬汁 配料都沒問題 就份量不過 很容易餓,0.3,正向
真不好吃,-0.8,負向
我烤了 也不好吃,-0.8,負向
另外一款黑糖的還不錯,-0.1,中性
"前幾天第一次吃,覺得好吃",0.6,正向
黑糖應該比較好吃,-0.2,中性
"謝謝分享,有在考慮要不要買",0.0,中性
滿甜的,-0.2,中性
我也覺得開心果味不重,-0.3,負向
比開心果馬卡龍好吃,0.4,正向
覺得普普 開心果味不夠,-0.3,負向
1500 這份量...如果要吃飽 怕不是要肥死 XD看起來是滷汁脂肪偏多 占了大部分熱量,-0.4,負向
"這營養標示很多錯誤啊怎麼可能一個便當有105g脂肪,又不是整碗都油",0.0,中性
很少看到熱量比鈉含量很高的XD 1500真的好高,-0.2,中性
